x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.0,0.0,0.0,0.359981190333387,0.019328810732496655,-0.27942909642771846,0.6528253114057347,-0.1113024324596707,-0.4385910689595497,0.8985815410386049,-0.15713219359592787,-0.5754295012230963,1.1482554380560417,-0.19499876260092333,-0.7198287560738081,0.5478769393978558,-0.8365589395111609,-0.3079055773439183,0.7096698630154354,-1.2679817302972443,-0.4492739153871422,0.7945503463682705,-1.5509594383011192,-0.5594302226717984,0.8505740467831683,-1.808247431806608,-0.649790598068621,0.34031627759204325,-0.9498618719173044,-0.291640708906248,0.5328219948799203,-1.4311429702374396,-0.4369425665679609,0.6591890737711839,-1.7259130944192478,-0.5834414627953325,0.7616312335831958,-2.0236854411326597,-0.7020368757258397,0.10730212556055763,-0.9565513413841106,-0.30367736209808444,0.09787247185512776,-1.4625945819575972,-0.47370779512437855,0.10673698909001164,-1.7884171534119422,-0.6556415449978911,0.12419055851129132,-2.0679312782401102,-0.7881525339611878,-0.1211484888343088,-0.8977345293266186,-0.33597349508364205,-0.10290074848078423,-1.2972383706766346,-0.48626657585702066,-0.088027801468155,-1.5386036181372216,-0.6134110638922012,-0.05558364933114959,-1.7719641804608153,-0.7204511511597789,0
0.0,0.0,0.0,0.3657686368964405,0.020573927088980877,-0.27840618679227974,0.6581982616425738,-0.10904792299866094,-0.43804471773504305,0.9000369979977411,-0.15647433527058238,-0.5755281837439225,1.147606860168857,-0.19958134809292652,-0.7208931989742002,0.5503207944161294,-0.8349533060196842,-0.3040481554471611,0.7113202476972567,-1.2637350741263893,-0.44305237693389776,0.7946961510809453,-1.5482057894624046,-0.5528940508482718,0.8481676170735134,-1.804748052863506,-0.6435223532738226,0.34106584164253684,-0.9453480642950153,-0.28911677611085995,0.5322035818534684,-1.4296392410345449,-0.4324884181793797,0.6582831723237785,-1.7222063278895796,-0.5790716945857229,0.7592965084047844,-2.0150800078851843,-0.6980144732677013,0.10777978542652196,-0.9519868887446963,-0.30253751762923387,0.10067006911979398,-1.459276002680648,-0.47112463339140087,0.1127169445984008,-1.7837869365198853,-0.6527827950056997,0.13249681875196911,-2.061827393581496,-0.7856849241942732,-0.12085464967056779,-0.8956016229835914,-0.3361344694381409,-0.09986876771159565,-1.2962093539940933,-0.48483231519704717,-0.08133200664078687,-1.5357152038996975,-0.610950866208581,-0.04508912496388143,-1.7670958609778245,-0.7179712446737795,0
0.0,0.0,0.0,0.36171480022469543,0.022622965410890348,-0.2757621426909362,0.6537432472454912,-0.11274671711667703,-0.4342170527533287,0.8942917598387867,-0.15757800917925718,-0.5708353301946005,1.1386429305019679,-0.20455649475014456,-0.7155586793733009,0.5491950458184974,-0.8356942034311465,-0.30931878021115544,0.707828108900565,-1.2632083974934722,-0.45195161605561945,0.7896043153336515,-1.5432938747047482,-0.5638737342899982,0.8415548604605175,-1.7988002873815019,-0.6558948660901638,0.33971319202686795,-0.9449828504653979,-0.2963587435901186,0.5284206996706763,-1.4249238662251993,-0.4434296735491064,0.652361461434292,-1.7151117635571211,-0.5928022993159606,0.7506071537214375,-2.0087496613972733,-0.7139859279472277,0.10743453359300631,-0.9486606876748532,-0.31107395552197004,0.09917206223549606,-1.4507578353936748,-0.4823733527706408,0.10890362532927937,-1.7714194495169528,-0.6656209350057714,0.12542908312350387,-2.0486456362204253,-0.799855812200446,-0.11901875073695668,-0.8871547365419636,-0.34552281753164293,-0.09997584333330034,-1.2849868905494441,-0.4972729630575156,-0.08442895018009591,-1.524015318565273,-0.6251745122066374,-0.052071846279402374,-1.7559566859670646,-0.7334028686995046,0
0.0,0.0,0.0,0.3670138733680452,0.02356345891658381,-0.2709675184196849,0.6579550283458202,-0.11133547141136643,-0.42989442229575037,0.89536781678881,-0.15790045491627058,-0.5690555609596605,1.1398109669866265,-0.20203977813621343,-0.7168103705796814,0.5519105327245336,-0.8339033300495456,-0.30521887122655905,0.7075409240861016,-1.2588006468665782,-0.4500953774797331,0.7878810459570231,-1.5352848734155966,-0.5632259216547278,0.8386816609833093,-1.7868314608745595,-0.6561189728925804,0.340199370186783,-0.9413482821133214,-0.29757844491868385,0.5265563374874108,-1.4211509793538974,-0.44773248828186846,0.649859017903073,-1.7076958397405804,-0.5976398910774561,0.7485387733657647,-1.9974221895621904,-0.7187137685503856,0.10688344708631321,-0.9447193728619412,-0.3179455159275483,0.0955338162740821,-1.4478806428168949,-0.4934538833330959,0.10463167387573052,-1.7669824016070228,-0.6765975463044476,0.12180647874456456,-2.042321549569948,-0.8102038301760234,-0.11919413673135681,-0.8840571710293037,-0.35774674305746595,-0.10073651753948974,-1.2796206400353487,-0.5127869058729889,-0.08480348105711935,-1.5174636379808752,-0.6411420577088117,-0.05149255677707276,-1.7477752217868838,-0.7494244155747307,0
0.0,0.0,0.0,0.36040490575709316,0.025766062306646888,-0.27290725044470077,0.656259992020786,-0.11085524890194778,-0.42891970697205484,0.8987904854360155,-0.16406372555806642,-0.5627137269252193,1.1417985562961337,-0.2088818152398568,-0.7048113055112595,0.5501253063024208,-0.8350821201329051,-0.31420644150551297,0.7070025955402175,-1.26069178901808,-0.4610577963019209,0.7866631344743984,-1.5373561296025504,-0.5754637765699994,0.8380922555708574,-1.793364210484357,-0.6687178034940972,0.34023485025952227,-0.9496002914174354,-0.30122398694083935,0.5247940327100513,-1.429451922831158,-0.45347448587846995,0.6466932600250518,-1.7192945885707318,-0.6043833942029886,0.7446466714364316,-2.011182659154654,-0.7255128988387947,0.10789238810991297,-0.954439558821424,-0.3145823741482991,0.09639498718054246,-1.4519779465404183,-0.48824856805624445,0.10554599560204998,-1.7718294877901288,-0.6681947630229337,0.1232612202159947,-2.0487651399830122,-0.7989228323996266,-0.11840426795358819,-0.8891163502757425,-0.34726994496935354,-0.10160115069600346,-1.2837420609449322,-0.4993972753381727,-0.08757498754805917,-1.5230665914655805,-0.6241098185570731,-0.05687855924967045,-1.756692025392716,-0.7286013652593986,0
0.0,0.0,0.0,0.36280097478093876,0.02458833730734535,-0.27369380093676865,0.6557970814080732,-0.11148232681972921,-0.43276112156988494,0.8963369870055146,-0.1588659957802484,-0.5704222800772937,1.1397196435308834,-0.20480335286515533,-0.7170771998143105,0.5485011380498018,-0.836149808083499,-0.3168873977451796,0.7040008045426659,-1.2628339866755984,-0.465926247064308,0.7836140521349827,-1.5412663660484023,-0.5821012355300884,0.8348815887810441,-1.796454472073198,-0.6769733236370827,0.33798795091327277,-0.9478823618713272,-0.3066024869314709,0.5232604849221708,-1.4288491395047582,-0.4610265010308645,0.6452777122395138,-1.7180302340051585,-0.6150609591977667,0.7436414156882648,-2.0108553234423714,-0.7390783628418349,0.10476632128111328,-0.9515632005720637,-0.323001521140356,0.09410570330332005,-1.4525949884960627,-0.49997795259225425,0.1020240925662324,-1.772442433358933,-0.6840916337407889,0.11841275098445755,-2.048526993489677,-0.8182846033277646,-0.12314583722863097,-0.8868259462332327,-0.3585879376917826,-0.10487055375610073,-1.2820351962152565,-0.5138734444140184,-0.08931161345002732,-1.5203121008843072,-0.6416354083505269,-0.05698047718324599,-1.7520694713272804,-0.7490996940587159,0
0.0,0.0,0.0,0.3649063902852229,0.020528454671100687,-0.27331204396813646,0.6550746700156879,-0.11715079923341427,-0.43177910386965185,0.8943294420004382,-0.16721479313639073,-0.5695920679823424,1.138572848465948,-0.21382495811521401,-0.7157971013403791,0.5474241381514467,-0.8368553118485571,-0.30604008118140824,0.7023145252957746,-1.2624264582380724,-0.4495502104692271,0.7813625199600833,-1.5397443563844813,-0.562375202587933,0.8311603845011807,-1.7926402377823893,-0.65524057863601,0.3368543587122562,-0.9455497042887584,-0.2954990087318592,0.5213517234359243,-1.425516074124742,-0.4440393014192949,0.6425843204887923,-1.7158882543915235,-0.5945031792000793,0.7394194308281321,-2.0102275868406236,-0.716458637651958,0.10454348017133328,-0.9486345498447436,-0.31278089175675133,0.09250818431075551,-1.4485812786932102,-0.4860913125135546,0.10063958965815505,-1.7672317693467943,-0.6703416554815328,0.1159366916077139,-2.042458073177866,-0.8051358329920681,-0.12087772921359662,-0.8869981461446388,-0.3496669205209139,-0.10429620020474904,-1.2810527593200636,-0.5034507018419305,-0.08992306290582776,-1.520099499394186,-0.6329191935841519,-0.0593984898779132,-1.752105258728168,-0.7421655978815366,0
0.0,0.0,0.0,0.36882605429636683,0.022133785215280193,-0.28393571344692803,0.6564230305760131,-0.11184588324454256,-0.44977980585571936,0.8937319942451051,-0.15779669968093674,-0.5943674453340608,1.1402067584303388,-0.20706296397072121,-0.7466083344486103,0.5477472491070545,-0.8366438615657528,-0.3099266202019948,0.7020587574794485,-1.2640875564638165,-0.4537394050319117,0.7827305025001996,-1.5462567218926198,-0.5664956911197616,0.8316453407375737,-1.7998036109494036,-0.6593307399648434,0.33473495871583747,-0.9408327750066197,-0.2978133439785519,0.5222033680567648,-1.4272581678250762,-0.44515070630863146,0.6454144494305406,-1.7197937096758065,-0.5942888027241049,0.7439905818334515,-2.0199936616651475,-0.7156508310931683,0.10195067035817132,-0.9432007048575485,-0.3157107019745083,0.08601182913177517,-1.4494199840696476,-0.4909927294754771,0.09226768004850189,-1.7710834855214321,-0.6775866399149361,0.10532425664268419,-2.0491644464498413,-0.8143854599333061,-0.12369885588965211,-0.8863333597916258,-0.3545573611671455,-0.10914426302331663,-1.2819349301166463,-0.5103244932056658,-0.09547593516951002,-1.522088524165663,-0.6423354144353922,-0.06516037699104618,-1.7548605273191336,-0.7545573806562588,0
0.0,0.0,0.0,0.3627857653291632,0.015887486338335133,-0.28115852718167333,0.6513169112377101,-0.11463167376162077,-0.44109846715363754,0.8928969781165502,-0.1640933833242381,-0.5785944032570719,1.1383967417808574,-0.21411792203214405,-0.7235085644325907,0.5442502366716025,-0.8389229284522534,-0.3051285572552647,0.7005264137148962,-1.267342251004465,-0.44591271907047153,0.7815521433610775,-1.5498681815376034,-0.5578893282414942,0.8323294898848099,-1.8075852550980624,-0.6501090657021484,0.3343312592700318,-0.9490733763196412,-0.28927831696330897,0.5203973398887192,-1.4325091178201637,-0.43428293901354215,0.6429089683607867,-1.7301307257801255,-0.5837489180664841,0.7402134086695767,-2.0308082862597785,-0.7052556183063956,0.10149428468370346,-0.9534524193431788,-0.30229707770851705,0.08490833205619663,-1.4569816986789346,-0.47312551691208665,0.09139014082087875,-1.78099300802335,-0.6576537409933546,0.10475988975997849,-2.058719290383261,-0.7925844450299191,-0.12594242485584498,-0.8956135344346787,-0.33584993699927385,-0.11202102708555302,-1.2934690850040003,-0.4870318775932644,-0.09898876762778279,-1.5347549969522722,-0.6160609791652908,-0.06889205543299871,-1.768178634686808,-0.7252827676098625,0
0.0,0.0,0.0,0.35760036668083583,0.009492101390530238,-0.27095171556327846,0.6477429113277521,-0.12435096658004886,-0.4221177700364649,0.8924242692531614,-0.17901310486156274,-0.5508699144254174,1.1341612267147394,-0.22664977545504847,-0.6861917373548209,0.5379319570021075,-0.8429882618612686,-0.2907135531513934,0.6965875366919018,-1.2704046099743935,-0.42338150424787946,0.7765296715293979,-1.551873408743236,-0.5279976447124657,0.8257230255016198,-1.8090332530483033,-0.614268861055654,0.3355817965960235,-0.9533731189429003,-0.2728099163798049,0.5252027630285382,-1.4273842359605287,-0.4105879197217386,0.645621236194316,-1.726348072102988,-0.5525075251187297,0.7376170425616366,-2.0252952001180335,-0.6669325787744228,0.10739633002488691,-0.9571764885212095,-0.28251571043582213,0.09388982255440574,-1.4545695588206147,-0.4455802222192942,0.09915716682498081,-1.7777333610264885,-0.6231135439295765,0.10925298855272897,-2.0543860206476325,-0.7518255888127361,-0.11662230093466226,-0.8973679899481373,-0.31171102102378584,-0.10204981493518193,-1.293093133127146,-0.4573557248483554,-0.09034444359990627,-1.5311794075901655,-0.5814783041790635,-0.0622217519505549,-1.762340805860458,-0.6851356980195652,0
